0
Diameter:	   8.00
   1.00
Area:	  50.2655
GaugeLength:	  50.00
2009-1-1
al solu
001
DataNumber:	3395
index	Load(kN)	Defor(mm)	Stroke(mm)	Time(s)
    0	  0.0000	  0.0000	   0.000	   0.000
    1	  0.0000	  0.0000	   0.000	   0.055
    2	  0.0000	  0.0000	   0.001	   0.115
    3	  0.0000	  0.0000	   0.001	   0.175
    4	  0.0200	  0.0000	   0.005	   0.235
    5	  0.0600	  0.0000	   0.010	   0.295
    6	  0.0800	  0.0020	   0.015	   0.355
    7	  0.1000	  0.0020	   0.020	   0.415
    8	  0.1400	  0.0020	   0.025	   0.475
    9	  0.1600	  0.0020	   0.029	   0.535
   10	  0.1600	  0.0020	   0.035	   0.595
   11	  0.1600	  0.0020	   0.039	   0.655
   12	  0.1600	  0.0020	   0.045	   0.715
   13	  0.1600	  0.0020	   0.049	   0.775
   14	  0.1600	  0.0020	   0.055	   0.835
   15	  0.1600	  0.0020	   0.059	   0.895
   16	  0.1600	  0.0020	   0.065	   0.955
   17	  0.1800	  0.0020	   0.069	   1.015
   18	  0.1800	  0.0020	   0.074	   1.075
   19	  0.2200	  0.0040	   0.079	   1.135
   20	  0.2600	  0.0040	   0.084	   1.195
   21	  0.2800	  0.0060	   0.089	   1.255
   22	  0.3200	  0.0060	   0.094	   1.315
   23	  0.3400	  0.0080	   0.099	   1.375
   24	  0.3800	  0.0080	   0.104	   1.435
   25	  0.3800	  0.0080	   0.109	   1.495
   26	  0.3800	  0.0100	   0.114	   1.555
   27	  0.3600	  0.0080	   0.119	   1.615
   28	  0.3600	  0.0080	   0.124	   1.675
   29	  0.3800	  0.0080	   0.129	   1.735
   30	  0.3800	  0.0080	   0.134	   1.795
   31	  0.3800	  0.0080	   0.139	   1.855
   32	  0.3800	  0.0100	   0.144	   1.915
   33	  0.3800	  0.0100	   0.149	   1.975
   34	  0.4000	  0.0080	   0.154	   2.035
   35	  0.4000	  0.0100	   0.159	   2.095
   36	  0.4000	  0.0100	   0.164	   2.155
   37	  0.4000	  0.0100	   0.169	   2.215
   38	  0.4200	  0.0100	   0.174	   2.275
   39	  0.4200	  0.0100	   0.179	   2.335
   40	  0.4200	  0.0100	   0.184	   2.395
   41	  0.4400	  0.0100	   0.189	   2.455
   42	  0.4400	  0.0100	   0.194	   2.515
   43	  0.4400	  0.0120	   0.199	   2.575
   44	  0.4400	  0.0100	   0.201	   2.635
   45	  0.4600	  0.0120	   0.206	   2.695
   46	  0.4600	  0.0120	   0.211	   2.755
   47	  0.4600	  0.0120	   0.216	   2.815
   48	  0.4800	  0.0120	   0.221	   2.875
   49	  0.4800	  0.0120	   0.226	   2.935
   50	  0.4800	  0.0120	   0.231	   2.995
   51	  0.5000	  0.0120	   0.236	   3.055
   52	  0.5000	  0.0120	   0.241	   3.115
   53	  0.5000	  0.0140	   0.246	   3.175
   54	  0.5000	  0.0120	   0.251	   3.235
   55	  0.5200	  0.0140	   0.256	   3.295
   56	  0.5200	  0.0140	   0.261	   3.355
   57	  0.5400	  0.0140	   0.266	   3.415
   58	  0.5400	  0.0140	   0.271	   3.475
   59	  0.5400	  0.0140	   0.276	   3.535
   60	  0.5400	  0.0140	   0.281	   3.595
   61	  0.5600	  0.0140	   0.286	   3.655
   62	  0.5600	  0.0140	   0.291	   3.715
   63	  0.5800	  0.0140	   0.296	   3.775
   64	  0.5800	  0.0140	   0.301	   3.835
   65	  0.5800	  0.0140	   0.306	   3.895
   66	  0.6000	  0.0140	   0.311	   3.955
   67	  0.6000	  0.0140	   0.316	   4.015
   68	  0.6200	  0.0160	   0.321	   4.075
   69	  0.6200	  0.0160	   0.326	   4.135
   70	  0.6200	  0.0160	   0.331	   4.195
   71	  0.6400	  0.0160	   0.336	   4.255
   72	  0.6400	  0.0160	   0.341	   4.315
   73	  0.6400	  0.0160	   0.346	   4.375
   74	  0.6600	  0.0160	   0.351	   4.435
   75	  0.6600	  0.0160	   0.356	   4.495
   76	  0.6800	  0.0160	   0.361	   4.555
   77	  0.6800	  0.0160	   0.366	   4.615
   78	  0.6800	  0.0160	   0.371	   4.675
   79	  0.7000	  0.0160	   0.376	   4.735
   80	  0.7000	  0.0180	   0.381	   4.795
   81	  0.7000	  0.0180	   0.386	   4.855
   82	  0.7200	  0.0160	   0.391	   4.915
   83	  0.7200	  0.0180	   0.396	   4.975
   84	  0.7400	  0.0180	   0.401	   5.035
   85	  0.7400	  0.0180	   0.406	   5.095
   86	  0.7600	  0.0180	   0.411	   5.155
   87	  0.7600	  0.0180	   0.416	   5.215
   88	  0.7600	  0.0180	   0.422	   5.275
   89	  0.7600	  0.0180	   0.426	   5.335
   90	  0.7600	  0.0180	   0.433	   5.395
   91	  0.7800	  0.0180	   0.438	   5.455
   92	  0.7800	  0.0180	   0.442	   5.515
   93	  0.7800	  0.0180	   0.446	   5.575
   94	  0.8000	  0.0180	   0.452	   5.635
   95	  0.8000	  0.0200	   0.457	   5.695
   96	  0.8200	  0.0200	   0.462	   5.755
   97	  0.8200	  0.0200	   0.466	   5.815
   98	  0.8200	  0.0200	   0.471	   5.875
   99	  0.8400	  0.0200	   0.476	   5.935
  100	  0.8400	  0.0180	   0.481	   5.995
  101	  0.8400	  0.0200	   0.486	   6.055
  102	  0.8600	  0.0200	   0.491	   6.115
  103	  0.8600	  0.0200	   0.496	   6.175
  104	  0.8600	  0.0200	   0.501	   6.235
  105	  0.8800	  0.0200	   0.506	   6.295
  106	  0.8800	  0.0200	   0.511	   6.355
  107	  0.8800	  0.0200	   0.516	   6.415
  108	  0.9000	  0.0200	   0.521	   6.475
  109	  0.9000	  0.0200	   0.526	   6.535
  110	  0.9000	  0.0200	   0.531	   6.595
  111	  0.9200	  0.0200	   0.536	   6.655
  112	  0.9200	  0.0200	   0.541	   6.715
  113	  0.9200	  0.0200	   0.546	   6.775
  114	  0.9400	  0.0220	   0.551	   6.835
  115	  0.9400	  0.0220	   0.556	   6.895
  116	  0.9600	  0.0220	   0.561	   6.955
  117	  0.9600	  0.0220	   0.566	   7.015
  118	  0.9600	  0.0220	   0.571	   7.075
  119	  0.9800	  0.0220	   0.576	   7.135
  120	  0.9800	  0.0220	   0.581	   7.195
  121	  0.9800	  0.0220	   0.586	   7.255
  122	  1.0000	  0.0220	   0.591	   7.315
  123	  1.0000	  0.0220	   0.596	   7.375
  124	  1.0000	  0.0220	   0.601	   7.435
  125	  1.0200	  0.0220	   0.606	   7.495
  126	  1.0200	  0.0220	   0.611	   7.555
  127	  1.0200	  0.0240	   0.616	   7.615
  128	  1.0400	  0.0240	   0.621	   7.675
  129	  1.0400	  0.0240	   0.626	   7.735
  130	  1.0400	  0.0240	   0.631	   7.795
  131	  1.0600	  0.0240	   0.636	   7.855
  132	  1.0600	  0.0240	   0.641	   7.915
  133	  1.0800	  0.0240	   0.646	   7.975
  134	  1.0800	  0.0240	   0.651	   8.035
  135	  1.0800	  0.0240	   0.656	   8.095
  136	  1.1000	  0.0240	   0.661	   8.155
  137	  1.1000	  0.0240	   0.666	   8.215
  138	  1.1000	  0.0240	   0.671	   8.275
  139	  1.1200	  0.0240	   0.676	   8.335
  140	  1.1200	  0.0240	   0.681	   8.395
  141	  1.1200	  0.0260	   0.686	   8.455
  142	  1.1400	  0.0260	   0.691	   8.515
  143	  1.1400	  0.0260	   0.696	   8.575
  144	  1.1600	  0.0260	   0.701	   8.635
  145	  1.1600	  0.0260	   0.706	   8.695
  146	  1.1600	  0.0260	   0.711	   8.755
  147	  1.1800	  0.0260	   0.716	   8.815
  148	  1.1800	  0.0260	   0.721	   8.875
  149	  1.1800	  0.0260	   0.726	   8.935
  150	  1.2000	  0.0260	   0.731	   8.995
  151	  1.2000	  0.0260	   0.736	   9.055
  152	  1.2200	  0.0260	   0.741	   9.115
  153	  1.2200	  0.0260	   0.746	   9.175
  154	  1.2200	  0.0260	   0.751	   9.235
  155	  1.2400	  0.0260	   0.756	   9.295
  156	  1.2400	  0.0260	   0.761	   9.355
  157	  1.2400	  0.0260	   0.766	   9.415
  158	  1.2600	  0.0280	   0.771	   9.475
  159	  1.2600	  0.0260	   0.776	   9.535
  160	  1.2800	  0.0260	   0.781	   9.595
  161	  1.2800	  0.0260	   0.786	   9.655
  162	  1.3000	  0.0280	   0.791	   9.715
  163	  1.3000	  0.0280	   0.795	   9.775
  164	  1.3000	  0.0280	   0.801	   9.835
  165	  1.3200	  0.0280	   0.805	   9.895
  166	  1.3200	  0.0280	   0.811	   9.955
  167	  1.3400	  0.0260	   0.815	  10.015
  168	  1.3400	  0.0280	   0.821	  10.075
  169	  1.3400	  0.0280	   0.825	  10.135
  170	  1.3600	  0.0280	   0.831	  10.195
  171	  1.3600	  0.0280	   0.836	  10.255
  172	  1.3800	  0.0280	   0.841	  10.315
  173	  1.3800	  0.0280	   0.846	  10.375
  174	  1.3800	  0.0280	   0.851	  10.435
  175	  1.4000	  0.0280	   0.855	  10.495
  176	  1.4000	  0.0280	   0.861	  10.555
  177	  1.4200	  0.0280	   0.865	  10.615
  178	  1.4200	  0.0280	   0.871	  10.675
  179	  1.4200	  0.0280	   0.875	  10.735
  180	  1.4400	  0.0300	   0.881	  10.795
  181	  1.4400	  0.0280	   0.885	  10.855
  182	  1.4600	  0.0280	   0.891	  10.915
  183	  1.4600	  0.0300	   0.895	  10.975
  184	  1.4800	  0.0300	   0.901	  11.035
  185	  1.4800	  0.0300	   0.905	  11.095
  186	  1.4800	  0.0300	   0.910	  11.155
  187	  1.5000	  0.0300	   0.915	  11.215
  188	  1.5000	  0.0300	   0.920	  11.275
  189	  1.5200	  0.0300	   0.925	  11.335
  190	  1.5200	  0.0300	   0.930	  11.395
  191	  1.5400	  0.0300	   0.935	  11.455
  192	  1.5400	  0.0300	   0.940	  11.515
  193	  1.5600	  0.0300	   0.945	  11.575
  194	  1.5600	  0.0300	   0.950	  11.635
  195	  1.5800	  0.0300	   0.955	  11.695
  196	  1.5800	  0.0300	   0.960	  11.755
  197	  1.5800	  0.0300	   0.965	  11.815
  198	  1.6000	  0.0300	   0.970	  11.875
  199	  1.6000	  0.0300	   0.975	  11.935
  200	  1.6200	  0.0320	   0.981	  11.995
  201	  1.6200	  0.0300	   0.985	  12.055
  202	  1.6400	  0.0320	   0.991	  12.115
  203	  1.6400	  0.0320	   0.995	  12.175
  204	  1.6600	  0.0320	   1.001	  12.235
  205	  1.6600	  0.0320	   1.005	  12.295
  206	  1.6800	  0.0320	   1.011	  12.355
  207	  1.6800	  0.0320	   1.015	  12.415
  208	  1.6800	  0.0320	   1.021	  12.475
  209	  1.7000	  0.0320	   1.025	  12.535
  210	  1.7200	  0.0320	   1.031	  12.595
  211	  1.7200	  0.0320	   1.035	  12.655
  212	  1.7200	  0.0340	   1.041	  12.715
  213	  1.7400	  0.0340	   1.045	  12.775
  214	  1.7400	  0.0340	   1.050	  12.835
  215	  1.7600	  0.0340	   1.055	  12.895
  216	  1.7600	  0.0340	   1.060	  12.955
  217	  1.7800	  0.0340	   1.065	  13.015
  218	  1.7800	  0.0340	   1.070	  13.075
  219	  1.8000	  0.0340	   1.075	  13.135
  220	  1.8000	  0.0340	   1.080	  13.195
  221	  1.8200	  0.0340	   1.085	  13.255
  222	  1.8200	  0.0340	   1.090	  13.315
  223	  1.8400	  0.0340	   1.095	  13.375
  224	  1.8400	  0.0340	   1.100	  13.435
  225	  1.8600	  0.0360	   1.105	  13.495
  226	  1.8600	  0.0360	   1.110	  13.555
  227	  1.8800	  0.0360	   1.115	  13.615
  228	  1.8800	  0.0360	   1.120	  13.675
  229	  1.9000	  0.0360	   1.125	  13.735
  230	  1.9200	  0.0360	   1.130	  13.795
  231	  1.9200	  0.0360	   1.135	  13.855
  232	  1.9400	  0.0360	   1.140	  13.915
  233	  1.9400	  0.0360	   1.145	  13.975
  234	  1.9600	  0.0360	   1.150	  14.035
  235	  1.9600	  0.0360	   1.155	  14.095
  236	  1.9800	  0.0380	   1.160	  14.155
  237	  1.9800	  0.0380	   1.165	  14.215
  238	  2.0000	  0.0360	   1.170	  14.275
  239	  2.0000	  0.0380	   1.175	  14.335
  240	  2.0200	  0.0380	   1.180	  14.395
  241	  2.0200	  0.0380	   1.185	  14.455
  242	  2.0400	  0.0380	   1.190	  14.515
  243	  2.0600	  0.0380	   1.195	  14.575
  244	  2.0600	  0.0380	   1.200	  14.635
  245	  2.0800	  0.0380	   1.205	  14.695
  246	  2.0800	  0.0400	   1.210	  14.755
  247	  2.1000	  0.0380	   1.215	  14.815
  248	  2.1000	  0.0400	   1.220	  14.875
  249	  2.1200	  0.0400	   1.225	  14.935
  250	  2.1200	  0.0400	   1.230	  14.995
  251	  2.1400	  0.0400	   1.235	  15.055
  252	  2.1600	  0.0400	   1.240	  15.115
  253	  2.1600	  0.0400	   1.245	  15.175
  254	  2.1800	  0.0400	   1.250	  15.235
  255	  2.2000	  0.0400	   1.255	  15.295
  256	  2.2000	  0.0400	   1.260	  15.355
  257	  2.2200	  0.0420	   1.265	  15.415
  258	  2.2200	  0.0420	   1.270	  15.475
  259	  2.2400	  0.0420	   1.275	  15.535
  260	  2.2600	  0.0420	   1.280	  15.595
  261	  2.2600	  0.0420	   1.285	  15.655
  262	  2.2800	  0.0420	   1.290	  15.715
  263	  2.2800	  0.0420	   1.295	  15.775
  264	  2.3000	  0.0420	   1.300	  15.835
  265	  2.3200	  0.0420	   1.305	  15.895
  266	  2.3200	  0.0440	   1.310	  15.955
  267	  2.3400	  0.0420	   1.315	  16.015
  268	  2.3600	  0.0440	   1.320	  16.075
  269	  2.3600	  0.0440	   1.325	  16.135
  270	  2.3800	  0.0440	   1.330	  16.195
  271	  2.3800	  0.0440	   1.335	  16.255
  272	  2.4000	  0.0440	   1.340	  16.315
  273	  2.4200	  0.0440	   1.345	  16.375
  274	  2.4200	  0.0440	   1.350	  16.435
  275	  2.4400	  0.0440	   1.355	  16.495
  276	  2.4600	  0.0440	   1.360	  16.555
  277	  2.4600	  0.0460	   1.364	  16.615
  278	  2.4800	  0.0460	   1.369	  16.675
  279	  2.4800	  0.0460	   1.374	  16.735
  280	  2.5000	  0.0460	   1.379	  16.795
  281	  2.5200	  0.0460	   1.384	  16.855
  282	  2.5200	  0.0460	   1.390	  16.915
  283	  2.5400	  0.0480	   1.394	  16.975
  284	  2.5600	  0.0460	   1.400	  17.035
  285	  2.5800	  0.0460	   1.405	  17.095
  286	  2.5800	  0.0480	   1.410	  17.155
  287	  2.6000	  0.0480	   1.415	  17.215
  288	  2.6000	  0.0480	   1.420	  17.275
  289	  2.6200	  0.0480	   1.425	  17.335
  290	  2.6400	  0.0480	   1.430	  17.395
  291	  2.6600	  0.0480	   1.435	  17.455
  292	  2.6600	  0.0480	   1.440	  17.515
  293	  2.6800	  0.0500	   1.445	  17.575
  294	  2.7000	  0.0500	   1.450	  17.635
  295	  2.7000	  0.0500	   1.455	  17.695
  296	  2.7200	  0.0500	   1.460	  17.755
  297	  2.7400	  0.0500	   1.465	  17.815
  298	  2.7400	  0.0500	   1.470	  17.875
  299	  2.7600	  0.0500	   1.475	  17.935
  300	  2.7800	  0.0500	   1.480	  17.995
  301	  2.8000	  0.0500	   1.485	  18.055
  302	  2.8000	  0.0520	   1.490	  18.115
  303	  2.8200	  0.0520	   1.495	  18.175
  304	  2.8400	  0.0520	   1.500	  18.235
  305	  2.8400	  0.0520	   1.505	  18.295
  306	  2.8600	  0.0520	   1.510	  18.355
  307	  2.8800	  0.0520	   1.515	  18.415
  308	  2.8800	  0.0540	   1.520	  18.475
  309	  2.9000	  0.0520	   1.525	  18.535
  310	  2.9200	  0.0540	   1.530	  18.595
  311	  2.9400	  0.0540	   1.535	  18.655
  312	  2.9400	  0.0540	   1.540	  18.715
  313	  2.9600	  0.0540	   1.545	  18.775
  314	  2.9800	  0.0540	   1.550	  18.835
  315	  3.0000	  0.0540	   1.555	  18.895
  316	  3.0000	  0.0560	   1.560	  18.955
  317	  3.0200	  0.0560	   1.565	  19.015
  318	  3.0400	  0.0560	   1.570	  19.075
  319	  3.0400	  0.0560	   1.575	  19.135
  320	  3.0600	  0.0560	   1.580	  19.195
  321	  3.0800	  0.0560	   1.585	  19.255
  322	  3.1000	  0.0560	   1.590	  19.315
  323	  3.1000	  0.0580	   1.595	  19.375
  324	  3.1200	  0.0580	   1.600	  19.435
  325	  3.1400	  0.0580	   1.605	  19.495
